nama_produk,kategori,username,rating,ulasan,tanggal,ulasan_bersih,sentimen,panjang_ulasan
Setelan Kemeja Celana Kallyoutfit,baju,N***g,1,"Ngirimin barang kok ga ad bgus2nya kusut,ga ad merk gmn sy MW jual coba Laen kali yg rapi donk jgn asal jualan saja",Lebih dari 1 tahun lalu,ngirimin barang kok ga ad bgusnya kusutga ad merk gmn sy mw jual coba laen kali yg rapi donk jgn asal jualan saja,negatif,23
Setelan Kemeja Celana Kallyoutfit,baju,M***r,1,"Parraahh penipuan bgt ini mh,bahan kaya kain puring begitu,ga sesuai harga,masih bagusan baju harga 50rb,ini tipis banget,yg d live apa,yg di jual apa,pafrraaahh,sekali p...",Lebih dari 1 tahun lalu,parraahh penipuan bgt ini mhbahan kaya kain puring begituga sesuai hargamasih bagusan baju harga rbini tipis bangetyg d live apayg di jual apapafrraaahhsekali p,negatif,24
Setelan Kemeja Celana Kallyoutfit,baju,C***c,1,Salah kirim warna 😡milih warna nevy kirimya warna jotol😡,3 bulan lalu,salah kirim warna milih warna nevy kirimya warna jotol,negatif,9
Setelan Kemeja Celana Kallyoutfit,baju,A***c,1,Masak pakek nya udah bolong saya sangat kecewa 😒,7 bulan lalu,masak pakek nya udah bolong saya sangat kecewa,negatif,8
Setelan Kemeja Celana Kallyoutfit,baju,W***u,1,jelek gush di beli bhn ga sesuai sm gambar warna nya juga beda. ga amanah ni toko gush di beli.,9 bulan lalu,jelek gush di beli bhn ga sesuai sm gambar warna nya juga beda ga amanah ni toko gush di beli,negatif,20
Setelan Kemeja Celana Kallyoutfit,baju,H***k,1,Kualitas produk: Sangat jelek yg dikirim sobek 😠,9 bulan lalu,kualitas produk sangat jelek yg dikirim sobek,negatif,7
Setelan Kemeja Celana Kallyoutfit,baju,M***a,1,"yang dipesan maroon datang nya hitam, beda dengan yang dipesan, saya sangat kecewa sekali, motif beda warnanya beda, saya sangat kecewa sekali",2 bulan lalu,yang dipesan maroon datang nya hitam beda dengan yang dipesan saya sangat kecewa sekali motif beda warnanya beda saya sangat kecewa sekali,negatif,22
Setelan Kemeja Celana Kallyoutfit,baju,T***p,1,"Kualitas produk: Sangat kecewa, bahan nya tipiisss ,",11 bulan lalu,kualitas produk sangat kecewa bahan nya tipiisss,negatif,7
Setelan Kemeja Celana Kallyoutfit,baju,W***b,1,"Baju banyak noda, ini motif yang warna putih terawang sekali sampai dalaman baju kelihatan, kecewa banget beli harga 100an",6 bulan lalu,baju banyak noda ini motif yang warna putih terawang sekali sampai dalaman baju kelihatan kecewa banget beli harga an,negatif,19
Setelan Kemeja Celana Kallyoutfit,baju,W***r,1,"gatau ini noda apa banyak bercak item, kirain masi bisa ilang pas di cuci ternyata engga",2 bulan lalu,gatau ini noda apa banyak bercak item kirain masi bisa ilang pas di cuci ternyata engga,negatif,16
Setelan Kemeja Celana Kallyoutfit,baju,C***d,1,yg diorder creamy pink.. yg dateng lebih ke mint.. line.nya cokelat 🤦🏼‍♀️ bahan tipiiiiss bangett,1 bulan lalu,yg diorder creamy pink yg dateng lebih ke mint linenya cokelat bahan tipiiiiss bangett,negatif,14
Setelan Kemeja Celana Kallyoutfit,baju,F***n,1,Kualitas produk: Jelel tipis dan gampang robek... sangat tidak sesuai sma yg di foto trus harganya mahaaaalllllll,2 minggu lalu,kualitas produk jelel tipis dan gampang robek sangat tidak sesuai sma yg di foto trus harganya mahaaaalllllll,negatif,17
Setelan Kemeja Celana Kallyoutfit,baju,W***d,1,Bagus tapi mengecewakan gak sesuai pesanan mesen 2 satunya sesuai satunya gak,1 bulan lalu,bagus tapi mengecewakan gak sesuai pesanan mesen satunya sesuai satunya gak,negatif,11
Setelan Kemeja Celana Kallyoutfit,baju,B***y,1,"produk nya bagus tpi warnanya buluk banget aku kira bakal putih tpi buluk banget aslinya warna nya gak suka,kayak bekas pake entah apa yahh pengen retur aja gak sih",1 minggu lalu,produk nya bagus tpi warnanya buluk banget aku kira bakal putih tpi buluk banget aslinya warna nya gak sukakayak bekas pake entah apa yahh pengen retur aja gak sih,negatif,29
Setelan Kemeja Celana Kallyoutfit,baju,E***u,1,"Kemarin pesen 2 baju disini yg datang bagus2 aja, yg ini pesen besar bngt bajunya mana besar sebelah tangan nya😫",2 bulan lalu,kemarin pesen baju disini yg datang bagus aja yg ini pesen besar bngt bajunya mana besar sebelah tangan nya,negatif,19
Setelan Kemeja Celana Kallyoutfit,baju,N***d,1,"Barang sdh sampai,blm dipake celana nya sudah robek",Lebih dari 1 tahun lalu,barang sdh sampaiblm dipake celana nya sudah robek,negatif,8
Setelan Kemeja Celana Kallyoutfit,baju,L***f,1,"Toko anjing toko sampah jelas2 barang beda , giliran komplen ga reapons",4 bulan lalu,toko anjing toko sampah jelas barang beda giliran komplen ga reapons,negatif,11
Setelan Kemeja Celana Kallyoutfit,baju,Z***l,1,"Bagus sebenrnya , tapi kok celana nya koyak 🙃",11 bulan lalu,bagus sebenrnya tapi kok celana nya koyak,negatif,7
Setelan Kemeja Celana Kallyoutfit,baju,H***u,1,"Seller paling gak amanah paling bobrok, pesan motif apa yg dikirim motif apa pesan 2 pcs hanya 1 yg dikirim, udh di cht juga si admin tapi no respon dunia akhirat gak bak...",Lebih dari 1 tahun lalu,seller paling gak amanah paling bobrok pesan motif apa yg dikirim motif apa pesan pcs hanya yg dikirim udh di cht juga si admin tapi no respon dunia akhirat gak bak,negatif,31
Setelan Kemeja Celana Kallyoutfit,baju,L***i,1,Kwalitas produk jeleeeek Tidak ada Merk celana Robek giliraan di Retur Malaaah Mintaa bukti sedngakn semuaa Buktii sudaah Jelaaas,5 bulan lalu,kwalitas produk jeleeeek tidak ada merk celana robek giliraan di retur malaaah mintaa bukti sedngakn semuaa buktii sudaah jelaaas,negatif,19
Setelan Kemeja Celana Kallyoutfit,baju,V***k,1,"Seller paling gak amanah paling bobrok, pesan motif apa yg dikirim motif apa pesan 2 pcs hanya 1 yg dikirim, udh di cht juga si admin tapi no respon dunia akhirat gak bak...",Lebih dari 1 tahun lalu,seller paling gak amanah paling bobrok pesan motif apa yg dikirim motif apa pesan pcs hanya yg dikirim udh di cht juga si admin tapi no respon dunia akhirat gak bak,negatif,31
Setelan Kemeja Celana Kallyoutfit,baju,M***l,1,Sangat mengecewakan sekali yang saya pesan dan yang datang beda!! Apakah ga di cek dulu ya orderannya sebelum di packing? Sangat sangat buruk! Ga mau dan ga akan beli lag...,5 bulan lalu,sangat mengecewakan sekali yang saya pesan dan yang datang beda apakah ga di cek dulu ya orderannya sebelum di packing sangat sangat buruk ga mau dan ga akan beli lag,negatif,30
Setelan Kemeja Celana Kallyoutfit,baju,L***n,1,"Nyesel bgt beli di toko ini,,bilang nya muat sampe BB 85,,lah aku yg BB 76 celana sempit bgt ,gak bisa gerak,gak amanah bgt,,sumpah nyesel bgt beli di toko ini😡",11 bulan lalu,nyesel bgt beli di toko inibilang nya muat sampe bb lah aku yg bb celana sempit bgt gak bisa gerakgak amanah bgtsumpah nyesel bgt beli di toko ini,negatif,28
Setelan Kemeja Celana Kallyoutfit,baju,U***y,1,BRG tidak sesuai warna tdi bagus kain keliatan murahan kecewa bgt pdhl ud tunggu Pesan garis Pink smpe garis ungu kan aneh,1 minggu lalu,brg tidak sesuai warna tdi bagus kain keliatan murahan kecewa bgt pdhl ud tunggu pesan garis pink smpe garis ungu kan aneh,negatif,22
Setelan Kemeja Celana Kallyoutfit,baju,S***j,1,"Bahannya suka adem Kayanya di pake , tapi sayang yg datang cuma celana saja, kemajanya ntah dimana ga di kirim",6 bulan lalu,bahannya suka adem kayanya di pake tapi sayang yg datang cuma celana saja kemajanya ntah dimana ga di kirim,negatif,19
Setelan Kemeja Celana Kallyoutfit,baju,B***t,1,Barangnya udh tiba tapi agak kecewa sebenarnya d live nya bilang bahan bagus GK nerawang tapi pas sampai kainnya tipis nerawang padahal belanja live bilangnya ini. Mengec...,2 minggu lalu,barangnya udh tiba tapi agak kecewa sebenarnya d live nya bilang bahan bagus gk nerawang tapi pas sampai kainnya tipis nerawang padahal belanja live bilangnya ini mengec,negatif,27
Setelan Kemeja Celana Kallyoutfit,baju,X***j,1,"Tangan sebelah belum dikasih karet, kecewa bgt",8 bulan lalu,tangan sebelah belum dikasih karet kecewa bgt,negatif,7
Setelan Kemeja Celana Kallyoutfit,baju,V***z,1,"Bahannya tipis, dikirim dalam keadaan robek",2 bulan lalu,bahannya tipis dikirim dalam keadaan robek,negatif,6
Sevine Kiora Sling Bag,tas,X***r,5,"Kapasitas: Tas nya ga gede ccok buat anak gadis tanggung bt pg hangout Bahan: Parasut halus n dpke busa gtu d dlm nya,jd ga meleyot bgt sih tas nya Kualitas pengerjaan: J...",1 minggu lalu,kapasitas tas nya ga gede ccok buat anak gadis tanggung bt pg hangout bahan parasut halus n dpke busa gtu d dlm nyajd ga meleyot bgt sih tas nya kualitas pengerjaan j,positif,32
Sevine Kiora Sling Bag,tas,Z***x,5,"BAGUS BANGETTTT, SESUAI SAMA GAMBARNYA, SUKA WARNANYA, RINGANN, LUASS (MUAT HP ANDRO, CAS AN,KIPAS & POUCH MAKE UP) makasi yah min pouch gratisannya, pouchnya jg muat...",3 bulan lalu,bagus bangetttt sesuai sama gambarnya suka warnanya ringann luass muat hp andro cas ankipas pouch make up makasi yah min pouch gratisannya pouchnya jg muat,positif,25
Sevine Kiora Sling Bag,tas,I***n,5,"Bagus banget sesuai ekspektasi warna cerah dan bagus kualitasnya aman,tahan air,cantik banget pokonya terimakasih,aman banget pengiriman nya",5 bulan lalu,bagus banget sesuai ekspektasi warna cerah dan bagus kualitasnya amantahan aircantik banget pokonya terimakasihaman banget pengiriman nya,positif,17
Sevine Kiora Sling Bag,tas,N***d,5,"Kapasitas: muat banyak lumayan Bahan: bahan sesuai deskripsi bagus sih jujur, kalo diliat dari bahan keliatannya awet lamaa",3 bulan lalu,kapasitas muat banyak lumayan bahan bahan sesuai deskripsi bagus sih jujur kalo diliat dari bahan keliatannya awet lamaa,positif,18
Sevine Kiora Sling Bag,tas,X***w,5,"Kapasitas: Muat HP, dompet, make-up Bahan: Anti air Kualitas pengerjaan: Bagus Suka tas slingbag dari sevine, cantik2 bahanya bagus dan awett. Harganya juga ramah dikanto...",3 bulan lalu,kapasitas muat hp dompet makeup bahan anti air kualitas pengerjaan bagus suka tas slingbag dari sevine cantik bahanya bagus dan awett harganya juga ramah dikanto,positif,25
Sevine Kiora Sling Bag,tas,Y***q,5,"Kapasitas: pas di aku yang nyari tas cuma mau bawa yang penting' aja Bahan: baguss bgtt tahan air Kualitas pengerjaan: rapih, cakep paling suka bagian penyimpanan di depa...",1 bulan lalu,kapasitas pas di aku yang nyari tas cuma mau bawa yang penting aja bahan baguss bgtt tahan air kualitas pengerjaan rapih cakep paling suka bagian penyimpanan di depa,positif,28
Sevine Kiora Sling Bag,tas,P***h,5,"Kapasitas: Muat banyakk, hp, tissue, parfum, dompet, 2 lipcream, dan masi ada sisa space sedikit. Kantong depan bisa muat hp juga dan masi sisa spacenya. Bahan: Halus ban...",3 bulan lalu,kapasitas muat banyakk hp tissue parfum dompet lipcream dan masi ada sisa space sedikit kantong depan bisa muat hp juga dan masi sisa spacenya bahan halus ban,positif,27
Sevine Kiora Sling Bag,tas,N***q,5,"Kapasitas: Muat banyak Bahan: Lembut dan tahan air Kualitas pengerjaan: Bagus Awalnya ragu beli,tapi pas datang bagus banget suka♡,cocok untuk dibawa kemana pun insyaalla...",1 bulan lalu,kapasitas muat banyak bahan lembut dan tahan air kualitas pengerjaan bagus awalnya ragu belitapi pas datang bagus banget sukacocok untuk dibawa kemana pun insyaalla,positif,24
Sevine Kiora Sling Bag,tas,T***c,5,"Kapasitas: muat 2 hp, dompet, lipstik Bahan: bagus, lembut & kuat Kualitas pengerjaan: rapi & mulus alhamdulillah tas nya sudah sampai, ya ampun cantik imut sekal...",7 bulan lalu,kapasitas muat hp dompet lipstik bahan bagus lembut kuat kualitas pengerjaan rapi mulus alhamdulillah tas nya sudah sampai ya ampun cantik imut sekal,positif,23
Sevine Kiora Sling Bag,tas,D***z,5,"Kapasitas: muat berbagai barang Bahan: bahannya sangat bagus, anti air, tebal Kualitas pengerjaan: Bagusss bintang 5",1 bulan lalu,kapasitas muat berbagai barang bahan bahannya sangat bagus anti air tebal kualitas pengerjaan bagusss bintang,positif,15
Sevine Kiora Sling Bag,tas,Q***u,5,"Alhamdulillah paket sudah datang , dlm kondisi baik ,barangnya jg imut sesuai deskripsi , cocok untuk hangoutc atau acara² santai , untuk melengkapi penampilan nih..dan k...",5 bulan lalu,alhamdulillah paket sudah datang dlm kondisi baik barangnya jg imut sesuai deskripsi cocok untuk hangoutc atau acara santai untuk melengkapi penampilan nihdan k,positif,23
Sevine Kiora Sling Bag,tas,I***g,5,"Mantap, barang sampai dengan selamat Sesuai pesanan, dan barang dalam kondisi baik CO yang kedua kalinya, udah punya yang cream dan item buat ganti² Mantap pollll",1 minggu lalu,mantap barang sampai dengan selamat sesuai pesanan dan barang dalam kondisi baik co yang kedua kalinya udah punya yang cream dan item buat ganti mantap pollll,positif,26
Sevine Kiora Sling Bag,tas,M***d,5,Kapasitas: Banyak Bahan: Kringkel halus Kualitas pengerjaan: Bagus rapi Barang da datang makasi sesuai dengan defkripsi makasi,4 bulan lalu,kapasitas banyak bahan kringkel halus kualitas pengerjaan bagus rapi barang da datang makasi sesuai dengan defkripsi makasi,positif,17
Sevine Kiora Sling Bag,tas,H***x,5,Lucu imut bangat Bahan parasut jadi banya muatannya Ada juga 2 kantong kecil di samping Suka aku thx brg sampai sesuai di iklannya,4 bulan lalu,lucu imut bangat bahan parasut jadi banya muatannya ada juga kantong kecil di samping suka aku thx brg sampai sesuai di iklannya,positif,22
Sevine Kiora Sling Bag,tas,V***i,5,"Baguss bangettt dan barangnya ringan enak buat di bawa kemana2 warnanya sama kaya dicontoh, bakal aku order lagii sih ini",8 bulan lalu,baguss bangettt dan barangnya ringan enak buat di bawa kemana warnanya sama kaya dicontoh bakal aku order lagii sih ini,positif,20
Sevine Kiora Sling Bag,tas,T***g,5,"YESS AKHIRNYA PAKET BERHARI-HARI AKU DTENG JUGA TADIII❤❤ askskakakskaa sukaa lucuu, cantik buat lebaran😘😘 lumayan muat banyak kaya hp atau makeup gitu Bahan: jujur ini...",3 bulan lalu,yess akhirnya paket berharihari aku dteng juga tadiii askskakakskaa sukaa lucuu cantik buat lebaran lumayan muat banyak kaya hp atau makeup gitu bahan jujur ini,positif,25
Sevine Kiora Sling Bag,tas,E***u,5,"Kualitas nya diperbaiki lagi min, masa kaya barang ga di QC. talinya mbulet ga beraturan karena jahit talinya kebalik. kalau mau retur beberapa konsumen kadang malas juga...",1 bulan lalu,kualitas nya diperbaiki lagi min masa kaya barang ga di qc talinya mbulet ga beraturan karena jahit talinya kebalik kalau mau retur beberapa konsumen kadang malas juga,positif,27
Sevine Kiora Sling Bag,tas,H***o,5,"bagusss bangettttt, muat banyak barang, sesuai sama yang difoto, dan ukurannya medium untuk harga segitu worth it bangettt sihh tasnya lucuuu gemass sekalii😭🤏🏻",1 bulan lalu,bagusss bangettttt muat banyak barang sesuai sama yang difoto dan ukurannya medium untuk harga segitu worth it bangettt sihh tasnya lucuuu gemass sekalii,positif,23
Sevine Kiora Sling Bag,tas,B***u,5,Alhamdulillah barang sesuai dan anti air beneran,5 bulan lalu,alhamdulillah barang sesuai dan anti air beneran,positif,7
Sevine Kiora Sling Bag,tas,F***b,5,"Kapasitas: muat banyaj Bahan: bagys Kualitas pengerjaan: baik demi ini lucu baget, masuk banyak barang, di pake nambah imutz akyu nya 🤭🫪",1 bulan lalu,kapasitas muat banyaj bahan bagys kualitas pengerjaan baik demi ini lucu baget masuk banyak barang di pake nambah imutz akyu nya,positif,21
Sevine Kiora Sling Bag,tas,K***o,5,"tasnya enteng bangett, enakeun. dia bahannya tuh kaya dari parasut gitu, bagus baguss",6 bulan lalu,tasnya enteng bangett enakeun dia bahannya tuh kaya dari parasut gitu bagus baguss,positif,13
Sevine Kiora Sling Bag,tas,H***o,5,"Kapasitas: muat banyakk BUAGUS BANGET SUKA kalian harus belii siihh, warna nya bagus, aslinya bagus cuman kamera aku ga mendukung 😘😘",1 minggu lalu,kapasitas muat banyakk buagus banget suka kalian harus belii siihh warna nya bagus aslinya bagus cuman kamera aku ga mendukung,positif,20
Sevine Kiora Sling Bag,tas,K***c,5,Bagus lucu bgt sesuai warna juga cantik i like it❤️‍🩹🫶🏻🫶🏻🫶🏻🫶🏻,4 bulan lalu,bagus lucu bgt sesuai warna juga cantik i like it,positif,10
Sevine Kiora Sling Bag,tas,R***b,5,Kapasitas: Sedang Bahan: Anti air Kualitas pengerjaan: Bagus,2 bulan lalu,kapasitas sedang bahan anti air kualitas pengerjaan bagus,positif,8
Sevine Kiora Sling Bag,tas,Y***g,5,Bahan: Bagussssssssssssss sekaliiiiii Kualitas pengerjaan: Baguuuuu Kapasitas: Sukaaaaa bangettrrr,1 minggu lalu,bahan bagussssssssssssss sekaliiiiii kualitas pengerjaan baguuuuu kapasitas sukaaaaa bangettrrr,positif,9
Sevine Kiora Sling Bag,tas,T***t,5,"finallayyy sampee,cepett jugaa ternytaa pengirimannyaa,sukaa bgtt ihh bgusss cocok buatt dailyy gaiss muatt banyakk barang jugaa,thankk youuu sellerrr",4 minggu lalu,finallayyy sampeecepett jugaa ternytaa pengirimannyaasukaa bgtt ihh bgusss cocok buatt dailyy gaiss muatt banyakk barang jugaathankk youuu sellerrr,positif,18
Sevine Kiora Sling Bag,tas,G***c,5,"Bahan: bagus banget Kapasitas: muat banyak banget wort it banget, next time bakal co lagi soalnya buat aku yg bawa lumayan banyak ini tuh muat banget masuk ke dalam tas n...",3 minggu lalu,bahan bagus banget kapasitas muat banyak banget wort it banget next time bakal co lagi soalnya buat aku yg bawa lumayan banyak ini tuh muat banget masuk ke dalam tas n,positif,31
Sevine Kiora Sling Bag,tas,G***o,5,"Kualitas pengerjaan: Super rapi! Nggak ada satupun jahitan yang zonk, everything's perfect. Bagian dalemnya super tebel, jadi gak usah takut jebol. Bahan: Harus hati-...",6 bulan lalu,kualitas pengerjaan super rapi nggak ada satupun jahitan yang zonk everythings perfect bagian dalemnya super tebel jadi gak usah takut jebol bahan harus hati,positif,24
Sevine Kiora Sling Bag,tas,U***e,5,"Lucu banget tasnya, warnanya cocok buat dipake baju apa aja. Bisa dipake buat tas selempang kalo talinya dipanjangin atau kalo mau jadi handbag juga bisa tinggal dipendek...",1 bulan lalu,lucu banget tasnya warnanya cocok buat dipake baju apa aja bisa dipake buat tas selempang kalo talinya dipanjangin atau kalo mau jadi handbag juga bisa tinggal dipendek,positif,27
Sevine Kiora Sling Bag,tas,T***j,4,Quality of work: jahitannya... surprises me. 😭 Material: parasut gitu Capacity: sesuai sampai selamat pengiriman dan packing cepat admin cepat tanggap. makasih,5 bulan lalu,quality of work jahitannya surprises me material parasut gitu capacity sesuai sampai selamat pengiriman dan packing cepat admin cepat tanggap makasih,positif,21
Sevine Kiora Sling Bag,tas,P***q,4,Sesuai ekspektasi sih bakalan mini tapi muat 2hp satu dompet kecil make up tisu parfum... 49K lucu suka muat banyak,6 bulan lalu,sesuai ekspektasi sih bakalan mini tapi muat hp satu dompet kecil make up tisu parfum k lucu suka muat banyak,positif,20
Sevine Kiora Sling Bag,tas,C***z,4,"Bahan: tipis, cocok dengan hargaa baguss, cantik warnanya, cocok untuk cwe yg suka sederhana 😍😍",3 minggu lalu,bahan tipis cocok dengan hargaa baguss cantik warnanya cocok untuk cwe yg suka sederhana,positif,14
Sevine Kiora Sling Bag,tas,Z***g,4,Bahan: Bagus Karakteristik: Baik Kualitas pengerjaan: Rapi,3 bulan lalu,bahan bagus karakteristik baik kualitas pengerjaan rapi,positif,7
Sevine Kiora Sling Bag,tas,X***p,4,"U/ harga nd size segitu wort it buat dipake kerja santui / jalan² santai. Diaku muat 3 hape nd 1 pouch buat dompet+1 tissu mini, kantong nya muat lipstik nd id card kerja...",7 bulan lalu,u harga nd size segitu wort it buat dipake kerja santui jalan santai diaku muat hape nd pouch buat dompet tissu mini kantong nya muat lipstik nd id card kerja,positif,30
Sevine Kiora Sling Bag,tas,T***m,4,Kapasitas: Agak Kecill Bahan: Sesuai foto Kualitas pengerjaan: Rapii Free pouch,2 bulan lalu,kapasitas agak kecill bahan sesuai foto kualitas pengerjaan rapii free pouch,positif,11
Sevine Kiora Sling Bag,tas,R***w,4,"Kapasitas: Bisa masuk banyak barang Bahan: Sesuai produk Kualitas pengerjaan: Baikk Tertarik karna livenya muncul terus dan aku tonton, ini ciwi-ciwi pasti suka sih soaln...",3 bulan lalu,kapasitas bisa masuk banyak barang bahan sesuai produk kualitas pengerjaan baikk tertarik karna livenya muncul terus dan aku tonton ini ciwiciwi pasti suka sih soaln,positif,25
Sevine Kiora Sling Bag,tas,P***d,4,ga expect kecil huhu Kapasitas: muat bnyak lippies sii kayanya ada 2 kntong depan nya juga Bahan: kya parasut atau apa yaa bahan nyaa kresek2 gtuu huhu kirain bahan yg e...,7 bulan lalu,ga expect kecil huhu kapasitas muat bnyak lippies sii kayanya ada kntong depan nya juga bahan kya parasut atau apa yaa bahan nyaa kresek gtuu huhu kirain bahan yg e,positif,30
Sevine Kiora Sling Bag,tas,X***n,4,"Bahan: dari segi bahannya bagus banget, cuma aku kayanya harusnya belinya bukan ivory deh, agak ga cocok di aku keterangan warna tasnya gr' baju aku kalo kata aku min...",6 bulan lalu,bahan dari segi bahannya bagus banget cuma aku kayanya harusnya belinya bukan ivory deh agak ga cocok di aku keterangan warna tasnya gr baju aku kalo kata aku min,positif,29
Sevine Kiora Sling Bag,tas,V***q,4,"Tali nya terlalu kecil kayanya kalo untuk dipake sehari hari cepet putus , untuk harga di atas 50 kayanya kurang wort it sih",6 bulan lalu,tali nya terlalu kecil kayanya kalo untuk dipake sehari hari cepet putus untuk harga di atas kayanya kurang wort it sih,positif,21
Sevine Kiora Sling Bag,tas,D***q,4,"Suka banget, imut tapi muat banyak🤗🤗",4 bulan lalu,suka banget imut tapi muat banyak,positif,6
Sevine Kiora Sling Bag,tas,K***g,4,"bagus cmn talinya kurng panjang sih buat aku tpi tetep bagus, bahannya juga enak dn nyaman",2 bulan lalu,bagus cmn talinya kurng panjang sih buat aku tpi tetep bagus bahannya juga enak dn nyaman,positif,16
Sevine Kiora Sling Bag,tas,P***u,4,"Bahan: bagus, tapi lumayan tipis Kapasitas: lumayan besar bisa utk bawa payung lipat",4 bulan lalu,bahan bagus tapi lumayan tipis kapasitas lumayan besar bisa utk bawa payung lipat,positif,13
Sevine Kiora Sling Bag,tas,E***l,4,Ternyata kecil ya pas muat HP sama dompet aja huhu Kualitas pengerjaan: Kualitas bagus sih sayang kecil aja Kapasitas: Cuma muat HP sama dompet mini huhu,2 bulan lalu,ternyata kecil ya pas muat hp sama dompet aja huhu kualitas pengerjaan kualitas bagus sih sayang kecil aja kapasitas cuma muat hp sama dompet mini huhu,positif,26
Sevine Kiora Sling Bag,tas,D***u,4,"Cakap bangat, sesuai gambar. Muat banyak, make up, hp, carger, body lotion, mukena trevel muat.",6 bulan lalu,cakap bangat sesuai gambar muat banyak make up hp carger body lotion mukena trevel muat,positif,15
Sevine Kiora Sling Bag,tas,R***o,4,"bagus, tapi kurangnya cuma tali serut nya kejarit, jadi akunya buka jarit terus jarit sendiri. mungkin kedepannya di cek dulu takunya ada kerusakan lainnya sebelum kirim....",4 bulan lalu,bagus tapi kurangnya cuma tali serut nya kejarit jadi akunya buka jarit terus jarit sendiri mungkin kedepannya di cek dulu takunya ada kerusakan lainnya sebelum kirim,positif,26
Sevine Kiora Sling Bag,tas,H***l,4,"thankyou kaka suka, tasnya lucu banget",2 minggu lalu,thankyou kaka suka tasnya lucu banget,positif,6
Sevine Kiora Sling Bag,tas,A***x,4,"Tas nya bagus, lucu. Tapi mungkin jahitannya kurang kenceng jadinya pas di tarik kebuka jaitannya. Tapi gapapa nanti aku jaitt lagii. 😚☺️",5 bulan lalu,tas nya bagus lucu tapi mungkin jahitannya kurang kenceng jadinya pas di tarik kebuka jaitannya tapi gapapa nanti aku jaitt lagii,positif,21
Sevine Kiora Sling Bag,tas,G***b,4,Kapasitas: Lumayan Bahan: Baguss Kualitas pengerjaan: Lumayan rapi Kok tasnya kecil yah 🙏🏼🙏🏼,5 bulan lalu,kapasitas lumayan bahan baguss kualitas pengerjaan lumayan rapi kok tasnya kecil yah,positif,12
Sevine Kiora Sling Bag,tas,V***v,4,Bagus sih dengan harga segitu bahannya termasuk bagus tapi sayang kurang rapi masih ada banyak benang yang keluar nga dipotong,2 minggu lalu,bagus sih dengan harga segitu bahannya termasuk bagus tapi sayang kurang rapi masih ada banyak benang yang keluar nga dipotong,positif,20
Sevine Kiora Sling Bag,tas,Y***c,4,"Baguss tasnya lucu simpel aku suka banget,warnanya jg kalem kalem ,trimakasih amanah dn sukses sllu🥰",2 minggu lalu,baguss tasnya lucu simpel aku suka bangetwarnanya jg kalem kalem trimakasih amanah dn sukses sllu,positif,15
Sevine Kiora Sling Bag,tas,Q***j,4,"Bagus, walaupun minimalis space dalemnya bisa muat banyak. Cuman di aku jahitan luarnya (yg dekat tali pitanya) kurang rapi, masih banyak benang2nya, dan ada gatau noda a...",1 bulan lalu,bagus walaupun minimalis space dalemnya bisa muat banyak cuman di aku jahitan luarnya yg dekat tali pitanya kurang rapi masih banyak benangnya dan ada gatau noda a,positif,27
Sevine Kiora Sling Bag,tas,U***z,4,"ukurannya ga terlalu besar ya gais dan untuk busanya hnya ada di bagian bawah tasnya aja untuk jenis kainnya itu semi krinkel yg tipis gitu, mnurutku sih bagus bagus aja",7 bulan lalu,ukurannya ga terlalu besar ya gais dan untuk busanya hnya ada di bagian bawah tasnya aja untuk jenis kainnya itu semi krinkel yg tipis gitu mnurutku sih bagus bagus aja,positif,30
Sevine Kiora Sling Bag,tas,G***n,4,"Akhirnya sampai juga, lumayan lah buat gonti ganti. Untuk tasnya standart, ga besar ya ga kecil. Cukup bawa hp dompet Kapasitas: Muat hp n dompet Bahan: Bahan parasit Ku...",2 bulan lalu,akhirnya sampai juga lumayan lah buat gonti ganti untuk tasnya standart ga besar ya ga kecil cukup bawa hp dompet kapasitas muat hp n dompet bahan bahan parasit ku,positif,29
Sevine Kiora Sling Bag,tas,M***x,4,Semuanya bagus cuma kecil bgt aja. Di review keliatannya agak besar. Tapi bagus kok semuanya. Di tas nya juga ada kawat penyangganya JD tasnya nggak yg meleyot bgt,6 bulan lalu,semuanya bagus cuma kecil bgt aja di review keliatannya agak besar tapi bagus kok semuanya di tas nya juga ada kawat penyangganya jd tasnya nggak yg meleyot bgt,positif,28
Sevine Kiora Sling Bag,tas,Q***t,4,Kapasitas: Cukup banyak Bahan: Lumayan Kualitas pengerjaan: Cukup Cuma agak kotor,1 bulan lalu,kapasitas cukup banyak bahan lumayan kualitas pengerjaan cukup cuma agak kotor,positif,11
Sevine Kiora Sling Bag,tas,U***n,4,Bahan: bagus pengiriman cepat tapi mungkin lebih terlihat kecil saat di realnya digambar agak besar padahal,3 bulan lalu,bahan bagus pengiriman cepat tapi mungkin lebih terlihat kecil saat di realnya digambar agak besar padahal,positif,16
Sevine Kiora Sling Bag,tas,D***u,4,Kualitas pengerjaan: baguss jahitannya rapi Kapasitas: termasuk kategori tas kecil untuk pergi jalan2 Bahan: anti air dan nyaman dipake,2 bulan lalu,kualitas pengerjaan baguss jahitannya rapi kapasitas termasuk kategori tas kecil untuk pergi jalan bahan anti air dan nyaman dipake,positif,19
Sevine Kiora Sling Bag,tas,U***r,4,"Kalo diliat langsung warna nya lebih ke kuning, dan ada nodanya sedikit",4 bulan lalu,kalo diliat langsung warna nya lebih ke kuning dan ada nodanya sedikit,positif,12
